date,department,patient_count,admissions,discharges,beds_occupied,total_beds,staff_on_duty,avg_wait_time,rain_flag
2024-04-20,SURGERY,26,14,12,21,25,16,46.8,0
2024-04-21,ER,52,18,16,41,50,16,15.6,0
2024-04-21,ICU,16,11,8,17,20,17,23.2,0
2024-04-21,OPD,73,7,6,36,40,22,15.5,0
2024-04-21,SURGERY,21,11,8,16,25,27,45.1,0
2024-04-22,ER,162,56,52,46,50,18,57.9,1
2024-04-22,ICU,30,21,16,13,20,26,46.1,1
2024-04-22,OPD,98,9,7,25,40,16,22.1,1
2024-04-22,SURGERY,41,22,15,25,25,16,76.0,1
2024-04-23,ER,119,41,30,50,50,22,45.0,0
2024-04-23,ICU,24,16,13,12,20,25,35.5,0
2024-04-23,OPD,98,9,8,31,40,25,23.3,0
2024-04-23,SURGERY,35,19,15,17,25,13,75.4,0
2024-04-24,ER,127,44,41,40,50,20,38.7,0
2024-04-24,ICU,25,17,13,19,20,25,35.5,0
2024-04-24,OPD,99,9,7,40,40,15,22.9,0
2024-04-24,SURGERY,24,13,9,22,25,16,38.7,0
2024-04-25,ER,164,57,51,37,50,20,55.6,0
2024-04-25,ICU,23,16,12,17,20,25,34.6,0
2024-04-25,OPD,95,9,8,29,40,25,27.3,0
2024-04-25,SURGERY,41,22,20,25,25,15,74.3,0
2024-04-26,ER,132,46,43,49,50,20,53.2,1
2024-04-26,ICU,26,18,14,17,20,22,34.4,1
2024-04-26,OPD,99,9,7,29,40,17,26.1,1
2024-04-26,SURGERY,36,19,16,18,25,16,56.7,1
2024-04-27,ER,141,49,35,30,50,18,50.9,0
2024-04-27,ICU,15,10,8,19,20,13,16.7,0
2024-04-27,OPD,60,6,4,32,40,16,13.4,0
2024-04-27,SURGERY,27,14,11,18,25,20,52.2,0
2024-04-28,ER,79,27,19,40,50,24,31.1,0
2024-04-28,ICU,17,11,8,19,20,28,22.9,0
2024-04-28,OPD,71,7,5,26,40,25,20.1,0
2024-04-28,SURGERY,24,13,10,24,25,23,50.4,0
2024-04-29,ER,159,55,47,50,50,20,49.2,1
2024-04-29,ICU,26,18,12,20,20,20,32.9,1
2024-04-29,OPD,83,8,6,31,40,27,21.5,1
2024-04-29,SURGERY,41,22,16,17,25,17,89.6,1
2024-04-30,ER,197,68,57,38,50,26,82.0,1
2024-04-30,ICU,28,19,16,14,20,15,40.5,1
2024-04-30,OPD,106,10,8,27,40,21,26.6,1
2024-04-30,SURGERY,43,23,20,21,25,19,88.7,1
2024-05-01,ER,113,39,30,40,50,17,36.7,0
2024-05-01,ICU,31,21,18,19,20,14,37.7,0
2024-05-01,OPD,92,9,7,24,40,16,23.8,0
2024-05-01,SURGERY,43,23,18,22,25,15,92.0,0
2024-05-02,ER,124,43,37,47,50,22,51.3,0
2024-05-02,ICU,31,21,14,18,20,21,38.6,0
2024-05-02,OPD,100,10,8,39,40,18,27.1,0
2024-05-02,SURGERY,37,20,17,23,25,15,78.7,0
2024-05-03,ER,165,57,44,50,50,27,61.0,1
2024-05-03,ICU,27,18,12,14,20,26,33.7,1
2024-05-03,OPD,119,11,7,33,40,15,30.3,1
2024-05-03,SURGERY,40,22,20,15,25,16,77.7,1
2024-05-04,ER,63,22,19,30,50,18,23.1,0
2024-05-04,ICU,14,9,6,14,20,23,19.3,0
2024-05-04,OPD,64,6,4,25,40,12,17.6,0
2024-05-04,SURGERY,27,14,11,17,25,23,44.8,0
2024-05-05,ER,119,41,37,33,50,20,40.0,1
2024-05-05,ICU,26,18,12,12,20,19,35.4,1
2024-05-05,OPD,51,5,3,40,40,26,11.5,1
2024-05-05,SURGERY,30,16,14,15,25,22,66.4,1
2024-05-06,ER,101,35,24,46,50,25,32.6,0
2024-05-06,ICU,27,18,13,13,20,19,35.2,0
2024-05-06,OPD,88,8,7,40,40,23,24.5,0
2024-05-06,SURGERY,37,20,17,25,25,18,59.1,0
2024-05-07,ER,121,42,32,44,50,25,47.8,0
2024-05-07,ICU,29,20,14,18,20,23,39.3,0
2024-05-07,OPD,104,10,7,24,40,20,21.1,0
2024-05-07,SURGERY,38,20,15,25,25,19,82.2,0
2024-05-08,ER,137,47,43,49,50,17,40.3,0
2024-05-08,ICU,27,18,14,20,20,24,35.8,0
2024-05-08,OPD,80,8,7,35,40,16,16.3,0
2024-05-08,SURGERY,39,21,19,18,25,17,62.1,0
2024-05-09,ER,174,60,48,50,50,13,70.2,0
2024-05-09,ICU,29,20,14,14,20,24,42.0,0
2024-05-09,OPD,80,8,6,34,40,19,17.4,0
2024-05-09,SURGERY,36,19,17,16,25,13,70.9,0
2024-05-10,ER,112,39,35,50,50,24,43.8,0
2024-05-10,ICU,27,18,12,13,20,22,40.7,0
2024-05-10,OPD,96,9,7,28,40,27,23.2,0
2024-05-10,SURGERY,25,13,10,21,25,25,54.0,0
2024-05-11,ER,96,33,30,47,50,24,34.0,1
2024-05-11,ICU,20,14,10,17,20,17,28.2,1
2024-05-11,OPD,73,7,5,28,40,19,21.0,1
2024-05-11,SURGERY,23,12,11,15,25,26,39.2,1
2024-05-12,ER,113,39,31,47,50,22,35.1,0
2024-05-12,ICU,19,13,10,20,20,25,23.6,0
2024-05-12,OPD,64,6,4,38,40,22,13.7,0
2024-05-12,SURGERY,22,12,9,20,25,16,38.2,0
2024-05-13,ER,162,56,43,50,50,22,62.3,0
2024-05-13,ICU,31,21,19,15,20,14,40.6,0
2024-05-13,OPD,83,8,6,33,40,17,19.4,0
2024-05-13,SURGERY,31,17,13,20,25,24,55.7,0
2024-05-14,ER,150,52,45,40,50,26,47.1,0
2024-05-14,ICU,23,16,11,18,20,24,29.8,0
2024-05-14,OPD,88,8,6,33,40,24,22.5,0
2024-05-14,SURGERY,38,20,17,18,25,23,62.3,0
2024-05-15,ER,120,42,38,35,50,23,49.7,1
2024-05-15,ICU,33,23,19,12,20,13,42.7,1
2024-05-15,OPD,104,10,8,34,40,20,29.6,1
2024-05-15,SURGERY,38,20,14,17,25,17,62.1,1
2024-05-16,ER,159,55,51,33,50,19,61.7,1
2024-05-16,ICU,28,19,13,17,20,20,38.5,1
2024-05-16,OPD,80,8,7,36,40,23,21.8,1
2024-05-16,SURGERY,48,26,19,23,25,21,93.8,1
2024-05-17,ER,161,56,52,41,50,23,66.5,1
2024-05-17,ICU,30,21,18,20,20,21,41.4,1
2024-05-17,OPD,116,11,9,40,40,23,31.3,1
2024-05-17,SURGERY,34,18,13,24,25,17,72.9,1
2024-05-18,ER,114,39,31,44,50,20,43.5,0
2024-05-18,ICU,17,11,9,14,20,25,22.6,0
2024-05-18,OPD,78,7,6,40,40,27,17.5,0
2024-05-18,SURGERY,15,8,5,18,25,22,31.9,0
2024-05-19,ER,102,35,32,34,50,19,35.8,0
2024-05-19,ICU,16,11,10,15,20,19,22.0,0
2024-05-19,OPD,73,7,5,25,40,25,15.1,0
2024-05-19,SURGERY,28,15,13,25,25,27,52.7,0
2024-05-20,ER,125,43,35,43,50,20,47.4,0
2024-05-20,ICU,22,15,12,17,20,25,29.9,0
2024-05-20,OPD,88,8,6,35,40,22,21.1,0
2024-05-20,SURGERY,30,16,13,20,25,24,50.9,0
2024-05-21,ER,157,54,47,30,50,24,51.7,0
2024-05-21,ICU,23,16,12,17,20,16,32.6,0
2024-05-21,OPD,50,5,4,36,40,15,11.0,0
2024-05-21,SURGERY,33,18,15,19,25,13,65.0,0
2024-05-22,ER,118,41,35,47,50,21,43.1,0
2024-05-22,ICU,18,12,8,14,20,18,27.8,0
2024-05-22,OPD,73,7,6,27,40,20,15.0,0
2024-05-22,SURGERY,35,19,15,16,25,25,56.6,0
2024-05-23,ER,188,65,49,38,50,14,66.6,1
2024-05-23,ICU,29,20,15,19,20,19,38.7,1
2024-05-23,OPD,95,9,7,38,40,21,19.3,1
2024-05-23,SURGERY,42,23,21,19,25,21,88.6,1
2024-05-24,ER,130,45,35,43,50,25,45.9,0
2024-05-24,ICU,22,15,13,18,20,24,27.4,0
2024-05-24,OPD,74,7,5,28,40,23,16.9,0
2024-05-24,SURGERY,25,13,10,16,25,19,53.3,0
2024-05-25,ER,96,33,31,50,50,20,30.2,0
2024-05-25,ICU,19,13,11,17,20,16,22.0,0
2024-05-25,OPD,66,6,4,40,40,18,14.5,0
2024-05-25,SURGERY,24,13,10,18,25,26,47.3,0
2024-05-26,ER,85,29,21,45,50,23,33.5,0
2024-05-26,ICU,21,14,11,14,20,25,26.0,0
2024-05-26,OPD,49,4,3,28,40,14,10.6,0
2024-05-26,SURGERY,30,16,14,20,25,15,50.6,0
2024-05-27,ER,118,41,31,37,50,17,43.5,0
2024-05-27,ICU,22,15,13,13,20,15,26.4,0
2024-05-27,OPD,70,7,5,28,40,14,19.5,0
2024-05-27,SURGERY,32,17,13,15,25,28,51.7,0
2024-05-28,ER,160,56,46,45,50,14,47.0,0
2024-05-28,ICU,26,18,15,16,20,19,29.2,0
2024-05-28,OPD,103,10,8,25,40,16,28.3,0
2024-05-28,SURGERY,37,20,16,16,25,24,73.6,0
2024-05-29,ER,116,40,33,32,50,13,47.8,0
2024-05-29,ICU,23,16,11,17,20,19,28.6,0
2024-05-29,OPD,79,7,6,25,40,18,17.3,0
2024-05-29,SURGERY,41,22,18,23,25,23,79.1,0
2024-05-30,ER,135,47,34,30,50,21,48.4,1
2024-05-30,ICU,32,22,19,14,20,21,43.6,1
2024-05-30,OPD,115,11,10,40,40,16,26.6,1
2024-05-30,SURGERY,49,26,24,23,25,16,75.8,1
2024-05-31,ER,152,53,41,31,50,15,44.7,1
2024-05-31,ICU,31,21,15,19,20,15,43.4,1
2024-05-31,OPD,134,13,10,32,40,24,33.0,1
2024-05-31,SURGERY,37,20,14,24,25,13,77.9,1
2024-06-01,ER,72,25,23,43,50,17,23.6,0
2024-06-01,ICU,11,7,5,18,20,13,16.2,0
2024-06-01,OPD,77,7,5,40,40,16,18.3,0
2024-06-01,SURGERY,16,8,6,17,25,26,25.7,0
2024-06-02,ER,97,33,26,44,50,18,40.3,0
2024-06-02,ICU,20,14,12,16,20,19,26.5,0
2024-06-02,OPD,69,6,4,24,40,12,17.7,0
2024-06-02,SURGERY,28,15,11,15,25,16,56.1,0
2024-06-03,ER,144,50,38,32,50,14,48.4,0
2024-06-03,ICU,29,20,16,17,20,26,41.7,0
2024-06-03,OPD,77,7,5,34,40,21,21.4,0
2024-06-03,SURGERY,31,17,14,21,25,23,56.1,0
2024-06-04,ER,123,43,36,30,50,23,46.0,0
2024-06-04,ICU,28,19,16,16,20,19,40.4,0
2024-06-04,OPD,102,10,9,40,40,16,22.1,0
2024-06-04,SURGERY,37,20,18,19,25,18,65.5,0
2024-06-05,ER,185,64,59,44,50,18,56.1,1
2024-06-05,ICU,24,16,12,19,20,14,32.9,1
2024-06-05,OPD,126,12,8,38,40,18,34.2,1
2024-06-05,SURGERY,48,26,20,20,25,17,94.2,1
2024-06-06,ER,176,61,56,49,50,23,55.0,1
2024-06-06,ICU,35,24,22,15,20,17,47.0,1
2024-06-06,OPD,81,8,7,39,40,19,22.2,1
2024-06-06,SURGERY,37,20,14,17,25,24,64.8,1
2024-06-07,ER,124,43,40,36,50,15,49.1,0
2024-06-07,ICU,27,18,14,12,20,22,39.3,0
2024-06-07,OPD,75,7,4,38,40,26,15.1,0
2024-06-07,SURGERY,38,20,16,19,25,18,64.9,0
2024-06-08,ER,133,46,32,35,50,15,47.8,0
2024-06-08,ICU,21,14,11,14,20,17,29.9,0
2024-06-08,OPD,71,7,5,40,40,20,19.8,0
2024-06-08,SURGERY,21,11,9,24,25,15,41.6,0
2024-06-09,ER,102,35,29,42,50,27,34.5,1
2024-06-09,ICU,26,18,16,17,20,23,30.4,1
2024-06-09,OPD,88,8,6,32,40,24,23.5,1
2024-06-09,SURGERY,29,15,12,19,25,16,48.9,1
2024-06-10,ER,131,45,40,50,50,28,49.6,0
2024-06-10,ICU,17,11,10,13,20,15,19.8,0
2024-06-10,OPD,75,7,5,31,40,23,15.6,0
2024-06-10,SURGERY,45,24,19,18,25,12,77.2,0
2024-06-11,ER,134,46,35,41,50,21,43.7,1
2024-06-11,ICU,29,20,14,16,20,22,40.3,1
2024-06-11,OPD,117,11,9,33,40,21,25.1,1
2024-06-11,SURGERY,33,18,16,16,25,14,72.0,1
2024-06-12,ER,143,50,37,41,50,26,51.6,0
2024-06-12,ICU,28,19,17,14,20,14,36.8,0
2024-06-12,OPD,90,9,8,27,40,19,21.5,0
2024-06-12,SURGERY,50,27,25,15,25,20,96.6,0
2024-06-13,ER,125,43,32,47,50,25,36.5,1
2024-06-13,ICU,32,22,20,15,20,18,49.8,1
2024-06-13,OPD,101,10,7,35,40,18,25.2,1
2024-06-13,SURGERY,44,24,20,23,25,22,68.9,1
2024-06-14,ER,149,52,37,45,50,23,54.4,0
2024-06-14,ICU,22,15,10,16,20,16,28.4,0
2024-06-14,OPD,93,9,7,30,40,22,18.8,0
2024-06-14,SURGERY,25,13,10,19,25,15,54.4,0
2024-06-15,ER,117,40,30,44,50,19,34.0,0
2024-06-15,ICU,19,13,9,16,20,15,25.8,0
2024-06-15,OPD,76,7,6,39,40,20,21.7,0
2024-06-15,SURGERY,31,17,11,24,25,16,52.9,0
2024-06-16,ER,112,39,35,33,50,18,36.1,0
2024-06-16,ICU,19,13,9,13,20,23,20.5,0
2024-06-16,OPD,55,5,3,35,40,20,11.3,0
2024-06-16,SURGERY,22,12,9,18,25,20,34.6,0
2024-06-17,ER,185,64,52,30,50,20,73.1,1
2024-06-17,ICU,34,23,18,19,20,22,50.4,1
2024-06-17,OPD,100,10,7,28,40,25,26.5,1
2024-06-17,SURGERY,40,22,20,25,25,19,71.4,1
2024-06-18,ER,142,49,42,46,50,16,56.1,1
2024-06-18,ICU,33,23,16,18,20,22,44.2,1
2024-06-18,OPD,112,11,8,27,40,18,25.4,1
2024-06-18,SURGERY,50,27,24,17,25,15,92.1,1
2024-06-19,ER,121,42,32,41,50,23,36.0,0
2024-06-19,ICU,23,16,11,13,20,21,35.3,0
2024-06-19,OPD,93,9,8,29,40,19,23.7,0
2024-06-19,SURGERY,38,20,17,18,25,17,77.7,0
2024-06-20,ER,135,47,39,33,50,20,50.8,0
2024-06-20,ICU,21,14,9,13,20,21,29.4,0
2024-06-20,OPD,101,10,7,38,40,25,20.4,0
2024-06-20,SURGERY,38,20,17,16,25,28,72.3,0
2024-06-21,ER,120,42,31,30,50,17,47.4,0
2024-06-21,ICU,30,21,17,17,20,21,33.0,0
2024-06-21,OPD,105,10,8,40,40,24,29.9,0
2024-06-21,SURGERY,35,19,14,18,25,16,64.2,0
2024-06-22,ER,106,37,34,32,50,27,34.6,0
2024-06-22,ICU,20,14,12,17,20,15,26.7,0
2024-06-22,OPD,55,5,4,40,40,13,14.9,0
2024-06-22,SURGERY,26,14,10,23,25,20,48.6,0
2024-06-23,ER,59,20,14,44,50,23,22.0,0
2024-06-23,ICU,22,15,12,14,20,21,29.0,0
2024-06-23,OPD,46,4,2,33,40,25,11.8,0
2024-06-23,SURGERY,34,18,17,16,25,17,55.7,0
2024-06-24,ER,133,46,34,45,50,27,39.1,0
2024-06-24,ICU,24,16,13,18,20,20,27.5,0
2024-06-24,OPD,81,8,6,40,40,15,18.3,0
2024-06-24,SURGERY,33,18,15,17,25,14,56.6,0
2024-06-25,ER,169,59,43,30,50,15,62.3,0
2024-06-25,ICU,15,10,8,16,20,22,19.5,0
2024-06-25,OPD,107,10,7,36,40,23,21.8,0
2024-06-25,SURGERY,36,19,17,23,25,15,56.4,0
2024-06-26,ER,135,47,33,34,50,22,40.6,1
2024-06-26,ICU,24,16,14,14,20,21,30.0,1
2024-06-26,OPD,126,12,10,33,40,15,25.3,1
2024-06-26,SURGERY,35,19,14,18,25,21,65.9,1
2024-06-27,ER,115,40,35,49,50,20,38.6,0
2024-06-27,ICU,29,20,14,16,20,27,39.1,0
2024-06-27,OPD,94,9,8,38,40,13,24.8,0
2024-06-27,SURGERY,30,16,13,21,25,22,51.4,0
2024-06-28,ER,165,57,44,47,50,21,51.1,1
2024-06-28,ICU,24,16,12,14,20,27,29.1,1
2024-06-28,OPD,118,11,7,38,40,20,23.6,1
2024-06-28,SURGERY,45,24,22,18,25,26,73.1,1
2024-06-29,ER,131,45,31,42,50,18,50.5,1
2024-06-29,ICU,22,15,12,13,20,18,26.1,1
2024-06-29,OPD,101,10,8,32,40,18,29.1,1
2024-06-29,SURGERY,30,16,14,18,25,15,49.7,1
2024-06-30,ER,80,28,21,36,50,22,31.3,0
2024-06-30,ICU,20,14,11,20,20,23,28.4,0
2024-06-30,OPD,95,9,7,26,40,23,21.7,0
2024-06-30,SURGERY,20,11,9,23,25,26,35.4,0
2024-07-01,ER,153,53,38,50,50,23,55.3,1
2024-07-01,ICU,30,21,15,12,20,16,44.7,1
2024-07-01,OPD,102,10,7,36,40,19,23.9,1
2024-07-01,SURGERY,35,19,16,17,25,19,55.5,1
2024-07-02,ER,163,57,42,30,50,15,55.0,0
2024-07-02,ICU,33,23,19,15,20,16,38.9,0
2024-07-02,OPD,92,9,6,40,40,25,26.1,0
2024-07-02,SURGERY,30,16,14,15,25,16,60.6,0
2024-07-03,ER,107,37,34,43,50,23,31.7,0
2024-07-03,ICU,25,17,14,16,20,20,30.5,0
2024-07-03,OPD,104,10,7,39,40,18,21.3,0
2024-07-03,SURGERY,37,20,15,15,25,16,78.1,0
2024-07-04,ER,139,48,34,45,50,21,56.4,0
2024-07-04,ICU,22,15,11,18,20,14,24.9,0
2024-07-04,OPD,75,7,6,36,40,23,17.9,0
2024-07-04,SURGERY,39,21,17,25,25,20,85.1,0
2024-07-05,ER,159,55,51,48,50,26,49.0,0
2024-07-05,ICU,19,13,10,12,20,21,23.2,0
2024-07-05,OPD,111,11,9,32,40,17,25.2,0
2024-07-05,SURGERY,38,20,16,19,25,27,59.4,0
2024-07-06,ER,150,52,43,36,50,20,44.1,1
2024-07-06,ICU,16,11,8,16,20,24,24.6,1
2024-07-06,OPD,59,5,4,30,40,24,14.8,1
2024-07-06,SURGERY,29,15,12,19,25,18,50.8,1
2024-07-07,ER,115,40,35,50,50,16,38.9,0
2024-07-07,ICU,25,17,15,12,20,14,35.6,0
2024-07-07,OPD,77,7,5,40,40,22,17.9,0
2024-07-07,SURGERY,24,13,9,20,25,17,40.8,0
2024-07-08,ER,118,41,33,44,50,26,35.7,0
2024-07-08,ICU,29,20,16,19,20,26,41.5,0
2024-07-08,OPD,76,7,5,30,40,21,16.4,0
2024-07-08,SURGERY,43,23,20,19,25,23,68.4,0
2024-07-09,ER,155,54,51,39,50,19,53.3,1
2024-07-09,ICU,34,23,21,15,20,18,37.4,1
2024-07-09,OPD,112,11,8,40,40,20,32.0,1
2024-07-09,SURGERY,39,21,19,24,25,17,76.9,1
2024-07-10,ER,129,45,39,32,50,18,39.9,0
2024-07-10,ICU,23,16,13,12,20,27,26.7,0
2024-07-10,OPD,95,9,7,31,40,19,23.8,0
2024-07-10,SURGERY,35,19,17,16,25,19,62.6,0
2024-07-11,ER,148,51,41,43,50,17,57.5,1
2024-07-11,ICU,28,19,15,13,20,17,37.6,1
2024-07-11,OPD,104,10,8,33,40,21,24.8,1
2024-07-11,SURGERY,29,15,12,15,25,20,63.9,1
2024-07-12,ER,170,59,44,37,50,20,57.7,1
2024-07-12,ICU,25,17,15,18,20,23,31.8,1
2024-07-12,OPD,87,8,6,32,40,24,22.5,1
2024-07-12,SURGERY,31,17,14,25,25,19,65.0,1
2024-07-13,ER,67,23,16,49,50,13,24.8,0
2024-07-13,ICU,13,9,7,15,20,22,18.4,0
2024-07-13,OPD,57,5,3,24,40,24,13.3,0
2024-07-13,SURGERY,36,19,13,24,25,17,67.4,0
2024-07-14,ER,109,38,31,50,50,17,34.3,1
2024-07-14,ICU,22,15,12,19,20,25,30.9,1
2024-07-14,OPD,83,8,6,26,40,17,18.2,1
2024-07-14,SURGERY,30,16,11,25,25,21,46.3,1
2024-07-15,ER,138,48,38,35,50,18,56.5,0
2024-07-15,ICU,20,14,10,18,20,27,24.5,0
2024-07-15,OPD,109,10,9,40,40,14,23.7,0
2024-07-15,SURGERY,44,24,20,17,25,22,76.0,0
2024-07-16,ER,104,36,31,50,50,20,34.5,0
2024-07-16,ICU,21,14,10,14,20,18,27.5,0
2024-07-16,OPD,86,8,5,40,40,19,17.7,0
2024-07-16,SURGERY,29,15,14,18,25,24,45.8,0
2024-07-17,ER,150,52,40,50,50,25,49.0,0
2024-07-17,ICU,22,15,12,12,20,17,26.9,0
2024-07-17,OPD,119,11,9,36,40,19,25.0,0
2024-07-17,SURGERY,41,22,15,20,25,15,74.6,0
2024-07-18,ER,165,57,51,40,50,15,53.8,1
2024-07-18,ICU,32,22,18,14,20,24,35.0,1
2024-07-18,OPD,118,11,8,36,40,23,32.9,1
2024-07-18,SURGERY,37,20,14,17,25,26,79.6,1
2024-07-19,ER,143,50,37,42,50,12,45.2,1
2024-07-19,ICU,29,20,18,14,20,25,33.6,1
2024-07-19,OPD,115,11,9,40,40,19,28.6,1
2024-07-19,SURGERY,40,22,16,15,25,23,79.0,1
2024-07-20,ER,87,30,21,34,50,17,35.9,1
2024-07-20,ICU,18,12,10,14,20,20,22.7,1
2024-07-20,OPD,76,7,5,31,40,22,19.4,1
2024-07-20,SURGERY,29,15,12,17,25,17,62.2,1
2024-07-21,ER,146,51,40,41,50,22,50.7,0
2024-07-21,ICU,13,9,6,19,20,19,14.8,0
2024-07-21,OPD,74,7,6,36,40,20,17.3,0
2024-07-21,SURGERY,34,18,16,21,25,15,55.6,0
2024-07-22,ER,187,65,48,32,50,23,54.5,0
2024-07-22,ICU,23,16,13,18,20,16,33.1,0
2024-07-22,OPD,96,9,7,26,40,16,21.2,0
2024-07-22,SURGERY,37,20,16,23,25,18,57.1,0
2024-07-23,ER,165,57,43,35,50,21,66.2,1
2024-07-23,ICU,28,19,17,15,20,21,36.2,1
2024-07-23,OPD,109,10,8,30,40,25,24.1,1
2024-07-23,SURGERY,26,14,11,24,25,19,44.8,1
2024-07-24,ER,154,53,41,32,50,19,49.3,0
2024-07-24,ICU,25,17,12,17,20,26,29.3,0
2024-07-24,OPD,86,8,5,26,40,24,23.6,0
2024-07-24,SURGERY,45,24,21,22,25,18,74.7,0
2024-07-25,ER,146,51,38,50,50,21,52.8,1
2024-07-25,ICU,27,18,15,15,20,26,30.2,1
2024-07-25,OPD,130,13,10,32,40,20,37.0,1
2024-07-25,SURGERY,35,19,15,25,25,22,68.5,1
2024-07-26,ER,128,44,35,41,50,17,51.9,0
2024-07-26,ICU,24,16,12,16,20,27,30.5,0
2024-07-26,OPD,101,10,7,34,40,17,27.5,0
2024-07-26,SURGERY,36,19,14,22,25,13,76.6,0
2024-07-27,ER,77,26,22,32,50,18,29.2,0
2024-07-27,ICU,16,11,9,19,20,14,18.0,0
2024-07-27,OPD,59,5,3,31,40,17,11.9,0
2024-07-27,SURGERY,25,13,10,15,25,16,41.5,0
2024-07-28,ER,113,39,29,47,50,24,34.4,0
2024-07-28,ICU,20,14,10,15,20,19,28.6,0
2024-07-28,OPD,43,4,2,25,40,23,10.7,0
2024-07-28,SURGERY,31,17,15,22,25,24,59.0,0
2024-07-29,ER,145,50,37,49,50,20,46.7,0
2024-07-29,ICU,30,21,15,19,20,19,34.6,0
2024-07-29,OPD,95,9,6,40,40,16,20.7,0
2024-07-29,SURGERY,40,22,16,24,25,17,72.7,0
2024-07-30,ER,149,52,44,30,50,27,57.3,0
2024-07-30,ICU,30,21,15,15,20,13,36.1,0
2024-07-30,OPD,97,9,6,38,40,17,25.4,0
2024-07-30,SURGERY,34,18,15,19,25,25,63.9,0
2024-07-31,ER,187,65,51,43,50,23,75.4,0
2024-07-31,ICU,28,19,16,17,20,20,33.4,0
2024-07-31,OPD,97,9,7,30,40,16,23.3,0
2024-07-31,SURGERY,28,15,11,25,25,18,45.1,0
2024-08-01,ER,112,39,33,41,50,26,37.2,0
2024-08-01,ICU,26,18,13,16,20,15,34.4,0
2024-08-01,OPD,91,9,7,40,40,20,24.1,0
2024-08-01,SURGERY,31,17,13,20,25,17,52.0,0
2024-08-02,ER,163,57,43,34,50,23,51.7,1
2024-08-02,ICU,34,23,19,16,20,16,47.0,1
2024-08-02,OPD,112,11,10,38,40,21,26.2,1
2024-08-02,SURGERY,34,18,17,23,25,25,63.7,1
2024-08-03,ER,102,35,29,47,50,19,40.5,0
2024-08-03,ICU,15,10,8,18,20,22,19.8,0
2024-08-03,OPD,62,6,4,28,40,22,16.0,0
2024-08-03,SURGERY,24,13,9,24,25,17,47.8,0
2024-08-04,ER,94,32,26,50,50,19,36.9,0
2024-08-04,ICU,14,9,7,13,20,23,19.4,0
2024-08-04,OPD,65,6,5,26,40,21,13.4,0
2024-08-04,SURGERY,23,12,9,25,25,13,40.9,0
2024-08-05,ER,78,27,21,49,50,16,32.5,0
2024-08-05,ICU,32,22,17,20,20,19,37.6,0
2024-08-05,OPD,104,10,9,39,40,22,26.2,0
2024-08-05,SURGERY,33,18,15,21,25,21,70.0,0
2024-08-06,ER,140,49,41,44,50,16,51.1,0
2024-08-06,ICU,20,14,10,16,20,19,25.2,0
2024-08-06,OPD,112,11,9,24,40,17,23.2,0
2024-08-06,SURGERY,44,24,17,23,25,17,78.8,0
2024-08-07,ER,143,50,45,41,50,17,44.7,0
2024-08-07,ICU,28,19,15,17,20,22,43.2,0
2024-08-07,OPD,92,9,7,33,40,21,24.2,0
2024-08-07,SURGERY,27,14,11,20,25,22,55.5,0
2024-08-08,ER,131,45,39,33,50,24,45.2,0
2024-08-08,ICU,25,17,11,14,20,17,28.3,0
2024-08-08,OPD,83,8,7,26,40,20,18.6,0
2024-08-08,SURGERY,33,18,14,17,25,18,56.8,0
2024-08-09,ER,138,48,37,50,50,17,48.6,0
2024-08-09,ICU,24,16,11,13,20,22,31.2,0
2024-08-09,OPD,90,9,7,28,40,19,21.5,0
2024-08-09,SURGERY,29,15,12,21,25,19,54.6,0
2024-08-10,ER,105,36,28,43,50,18,43.7,1
2024-08-10,ICU,16,11,9,13,20,20,19.6,1
2024-08-10,OPD,90,9,7,38,40,19,22.9,1
2024-08-10,SURGERY,19,10,9,23,25,22,32.4,1
2024-08-11,ER,144,50,42,35,50,21,50.3,1
2024-08-11,ICU,26,18,16,14,20,21,30.6,1
2024-08-11,OPD,73,7,5,40,40,24,18.2,1
2024-08-11,SURGERY,16,8,6,24,25,14,27.6,1
2024-08-12,ER,153,53,41,45,50,15,45.0,1
2024-08-12,ICU,28,19,16,12,20,15,41.2,1
2024-08-12,OPD,89,8,7,31,40,15,18.8,1
2024-08-12,SURGERY,37,20,14,21,25,17,66.4,1
2024-08-13,ER,193,67,48,34,50,14,67.7,1
2024-08-13,ICU,31,21,19,16,20,13,39.9,1
2024-08-13,OPD,91,9,6,34,40,15,24.1,1
2024-08-13,SURGERY,31,17,14,18,25,22,60.5,1
2024-08-14,ER,133,46,38,47,50,21,43.5,0
2024-08-14,ICU,24,16,14,19,20,23,26.5,0
2024-08-14,OPD,96,9,6,29,40,23,25.8,0
2024-08-14,SURGERY,32,17,12,24,25,18,57.1,0
2024-08-15,ER,171,59,49,32,50,19,69.0,1
2024-08-15,ICU,36,25,23,19,20,23,45.7,1
2024-08-15,OPD,114,11,8,26,40,21,30.1,1
2024-08-15,SURGERY,39,21,16,15,25,21,85.3,1
2024-08-16,ER,136,47,40,44,50,18,50.7,0
2024-08-16,ICU,23,16,14,16,20,18,29.4,0
2024-08-16,OPD,105,10,9,40,40,21,26.3,0
2024-08-16,SURGERY,31,17,16,19,25,25,59.4,0
2024-08-17,ER,105,36,25,36,50,26,38.3,0
2024-08-17,ICU,18,12,8,16,20,23,20.7,0
2024-08-17,OPD,60,6,5,32,40,17,15.7,0
